youthidCUF,classidCUF,schoolidCUF,schtype_geRV,y1_sex,y1_doby,y1_nationRV,y1_lpsc1,y1_lpsc2,y1_lpsc3,y1_lpsc4,y1_fact,y1_sat2,y1_sat1,y1_pbsch1,y1_pbsch2,y1_pbsch3,y1_pbsch4,y1_del1,y1_del2,y1_del3,y1_del4,y1_vict1,y1_vict2,y1_vict3,y1_pdisc1,y1_pdisc2,y1_pdisc3,y1_pdisc4,y1_date,y1_contm,y1_gawm,y1_contf,y1_gawf,y1_penc1,y1_penc2,y1_penc3,y1_fcoh1,y1_fcoh2,y1_fcoh3,y1_fcoh4,y1_fcoh5,y1_pdem1,y1_pdem2,y1_pdem3,y1_pdem4,y1_pdem5,y1_pdem6,y1_pdem7,y1_pinv1,y1_pinv2,y1_pinv3,y1_sest1,y1_sest2,y1_sest3,y1_sest4,y1_tenc1,y1_tenc2,y1_tenc3,age,neg_indegree,neg_outdegree,neg_isolate,pos_indegree,pos_outdegree,pos_isolate
11630107,116301,1163,4,2,1995,1,5,5,5,5,3,7,7,4,5,5,5,2,2,2,2,4,3,4,3,4,4,4,2,1,1,3,1,3,2,2,3,3,3,3,3,2,4,4,3,2,2,2,3,2,2,1,1,1,3,2,3,3,15,5,4,0,8,5,0
11630108,116301,1163,4,2,1995,1,5,5,5,5,4,5,8,5,5,4,3,2,2,2,1,4,4,4,3,4,4,4,1,3,2,3,2,1,1,1,2,2,1,2,2,3,5,4,5,2,1,1,4,5,4,2,1,2,1,5,4,3,15,0,0,1,4,5,0
11630109,116301,1163,4,1,1996,1,4,5,4,3,4,7,9,3,4,5,5,2,2,2,2,4,3,4,4,3,3,4,2,1,1,1,1,1,1,2,3,3,2,4,3,2,4,5,4,1,2,2,4,3,3,2,3,3,2,1,1,4,14,2,4,0,6,5,0
11630110,116301,1163,4,1,1996,1,4,4,4,4,4,10,10,4,4,4,3,2,2,1,2,3,3,4,3,4,4,4,2,1,2,1,2,1,1,1,2,2,3,2,2,2,4,3,3,2,2,2,3,3,3,2,2,2,3,1,2,4,14,1,3,0,5,5,0
11630111,116301,1163,4,2,1996,1,4,4,4,4,4,7,8,4,4,5,4,2,2,2,2,3,3,4,3,3,4,4,2,1,2,1,2,1,2,2,3,4,2,4,4,2,4,4,4,2,2,2,3,3,4,2,2,2,2,2,3,4,14,1,5,0,4,5,0
11630113,116301,1163,4,1,1995,1,5,5,5,4,1,8,9,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,2,1,1,4,2,4,2,2,4,3,4,1,2,2,2,3,4,2,2,2,2,1,2,3,15,1,4,0,2,4,0
11630114,116301,1163,4,1,1995,1,4,5,5,4,3,5,7,4,4,5,3,2,2,2,2,4,4,4,3,4,4,4,2,1,2,1,2,1,1,1,2,4,2,3,3,1,4,4,4,1,2,2,4,2,2,2,2,4,2,2,2,4,15,3,5,0,5,4,0
11630115,116301,1163,4,2,1995,1,3,4,3,4,4,8,7,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,2,1,2,2,2,4,2,4,3,1,4,4,5,1,1,2,4,2,2,2,2,4,2,1,2,5,15,1,3,0,4,5,0
11630118,116301,1163,4,2,1996,3,4,5,4,4,NA,7,9,5,5,5,4,NA,NA,NA,NA,4,4,4,4,4,4,4,1,1,1,1,1,2,1,1,2,4,NA,4,3,1,4,4,4,1,1,1,2,2,2,1,1,1,1,1,2,5,14,5,1,0,4,4,0
11630119,116301,1163,4,1,1996,1,5,5,5,4,3,10,9,4,5,5,4,2,2,1,1,4,4,4,4,4,4,4,2,1,1,1,2,2,2,3,2,3,3,4,4,2,4,5,4,1,1,2,3,4,5,2,2,3,2,2,2,5,14,2,4,0,2,4,0
11630120,116301,1163,4,1,1996,1,5,5,5,4,3,9,9,5,4,5,3,2,2,2,2,4,3,4,4,4,4,4,2,1,2,1,2,1,1,1,2,3,2,3,3,2,3,3,2,1,2,2,2,2,1,2,2,2,2,1,1,5,14,5,1,0,0,2,0
11630123,116301,1163,4,1,1995,1,5,5,5,5,4,5,7,4,4,5,4,2,2,2,1,4,4,4,3,4,4,3,2,1,2,1,2,2,2,1,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,15,2,4,0,5,5,0
11630124,116301,1163,4,1,1995,1,4,4,5,4,3,10,8,4,5,5,5,2,2,2,2,2,4,4,3,3,4,4,1,1,1,1,1,1,1,1,3,3,NA,2,3,2,5,4,4,2,2,1,3,2,2,2,1,2,1,2,2,5,15,14,5,0,0,5,0
11630126,116301,1163,4,2,1996,1,5,5,5,5,3,6,8,5,5,5,5,2,2,2,2,4,4,4,3,4,4,4,2,1,2,1,2,2,4,3,3,3,4,3,2,5,2,3,3,4,5,5,3,4,3,3,2,4,3,3,2,3,14,1,3,0,2,5,0
11630127,116301,1163,4,2,1996,1,5,5,5,5,3,8,7,4,4,4,4,2,2,2,2,4,3,4,3,4,4,4,2,1,2,4,2,2,1,1,3,4,1,4,3,2,4,4,4,2,1,2,3,2,3,2,2,2,3,2,2,3,14,1,5,0,3,4,0
11630128,116301,1163,4,2,1995,1,5,5,5,5,4,7,9,5,4,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,2,2,3,4,3,4,4,1,3,5,4,1,1,1,4,3,5,3,3,2,2,2,3,5,15,3,5,0,2,5,0
11630130,116301,1163,4,2,1995,1,4,5,5,4,4,9,8,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,2,5,NA,1,1,2,3,3,2,4,4,1,4,4,4,1,1,2,1,1,1,2,2,2,2,2,1,4,15,1,2,0,3,5,0
11630132,116301,1163,4,2,1996,1,3,4,4,3,4,10,10,5,4,5,5,2,1,2,2,4,4,4,4,4,4,4,2,1,1,2,1,2,2,3,3,4,3,4,3,2,4,4,4,2,1,3,3,2,2,2,3,2,2,3,2,4,14,1,3,0,3,4,0
13620102,136201,1362,3,1,1996,1,3,4,4,4,4,7,8,5,5,5,4,2,2,2,1,4,4,4,4,4,4,4,2,1,1,1,2,2,1,2,2,3,2,3,4,2,2,4,3,2,2,2,2,2,3,2,2,1,2,1,2,3,14,0,3,0,3,5,0
13620104,136201,1362,3,1,1995,1,5,5,4,4,4,3,2,4,4,5,4,2,2,2,1,4,4,4,3,4,4,4,2,1,1,1,1,2,2,2,2,3,2,3,4,2,4,4,5,2,2,2,4,2,4,2,2,2,3,3,3,3,15,0,3,0,3,5,0
13620105,136201,1362,3,1,1995,1,4,5,5,4,4,8,7,4,4,5,5,2,2,2,2,3,3,4,3,4,4,4,2,1,1,3,1,3,2,1,3,4,1,4,4,1,4,5,4,2,1,1,5,4,4,2,2,2,2,2,3,1,15,0,0,1,7,5,0
13620106,136201,1362,3,1,1996,1,5,5,5,4,4,7,5,2,4,5,5,2,2,1,1,4,3,4,3,4,3,4,1,1,1,1,2,2,3,2,2,3,2,3,3,3,2,3,2,2,2,2,2,4,2,2,3,3,2,3,3,1,14,1,2,0,5,5,0
13620107,136201,1362,3,1,1995,1,4,5,4,4,4,8,9,4,4,5,5,2,2,2,1,4,4,4,4,4,4,4,2,1,2,1,1,1,1,1,3,4,3,4,3,2,5,5,4,1,1,1,4,2,4,2,1,2,2,2,2,2,15,2,3,0,3,5,0
13620108,136201,1362,3,2,1996,2,5,5,5,3,4,2,7,NA,NA,NA,NA,2,2,2,2,4,3,4,2,4,3,4,2,1,2,1,1,NA,NA,NA,3,3,NA,3,3,2,4,5,5,2,1,2,3,5,3,2,2,4,3,NA,NA,NA,14,2,2,0,1,3,0
13620109,136201,1362,3,2,1995,1,5,5,5,5,4,6,9,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,2,3,3,1,4,4,2,5,5,5,2,1,2,3,4,2,2,2,2,2,2,2,4,15,0,2,0,6,5,0
13620110,136201,1362,3,2,1996,1,4,5,4,4,3,8,9,5,5,5,3,2,2,2,2,4,4,4,4,4,4,4,2,1,2,2,2,3,2,2,3,4,4,4,3,3,4,4,4,2,3,3,4,4,3,3,2,3,2,3,3,2,14,2,3,0,2,2,0
13620111,136201,1362,3,2,1996,1,5,5,4,4,4,9,9,5,5,5,5,2,2,2,2,3,3,4,3,4,4,4,2,1,2,5,NA,2,1,2,2,4,2,4,4,2,4,4,4,2,2,2,4,2,2,2,2,2,2,2,2,4,14,2,0,0,6,5,0
13620112,136201,1362,3,2,1995,1,4,5,3,4,4,5,4,5,4,5,5,2,2,2,2,4,4,4,4,4,4,3,2,1,2,1,3,2,5,5,3,1,4,3,2,4,2,4,2,4,3,5,5,5,5,4,3,4,5,3,3,3,15,4,4,0,1,5,0
13620114,136201,1362,3,2,1996,1,4,4,3,3,4,8,9,5,4,5,4,2,2,2,2,3,3,3,4,4,3,4,2,1,2,1,2,2,2,2,3,4,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,2,2,3,4,14,0,1,0,6,5,0
13620115,136201,1362,3,2,1996,1,4,4,3,3,4,7,8,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,2,2,2,4,3,4,4,2,4,4,4,2,2,2,3,2,2,2,2,3,2,3,3,3,14,5,5,0,5,4,0
13620202,136202,1362,3,2,1996,1,5,5,5,5,4,9,7,5,4,5,5,2,2,2,2,3,3,3,3,3,3,4,2,1,2,1,2,2,2,3,3,3,3,3,2,4,2,3,2,3,2,4,2,3,2,2,2,3,2,3,2,4,14,3,4,0,2,3,0
13620205,136202,1362,3,2,1995,1,4,4,5,4,4,8,8,4,4,5,4,2,2,2,1,3,4,4,3,4,4,4,2,1,1,2,1,2,3,3,3,4,4,4,3,3,4,NA,NA,NA,NA,NA,3,4,3,2,2,2,2,4,4,3,15,2,4,0,2,3,0
13620207,136202,1362,3,2,1996,1,4,5,5,4,3,6,10,2,5,5,5,2,2,2,2,3,3,4,3,4,4,4,2,1,2,1,1,1,1,1,2,3,2,4,3,2,1,3,2,3,1,2,2,3,1,1,1,2,1,2,5,1,14,6,3,0,1,2,0
13620208,136202,1362,3,1,1995,1,3,3,3,3,2,6,7,4,4,5,5,2,2,2,1,4,4,3,4,4,4,4,2,1,2,1,1,1,1,1,2,4,2,4,4,1,2,4,4,2,2,2,2,1,1,2,2,3,2,1,2,5,15,2,4,0,0,5,0
13620209,136202,1362,3,2,1996,1,5,5,4,4,4,5,9,3,4,5,5,2,2,2,2,4,4,4,3,4,4,3,1,1,2,1,2,1,1,1,2,4,2,4,3,1,3,3,4,1,1,1,2,1,2,2,2,2,2,3,3,2,14,0,5,0,3,4,0
13620210,136202,1362,3,2,1995,1,5,5,5,5,3,8,3,4,5,5,4,2,2,2,2,2,3,4,3,4,4,4,2,1,2,1,3,2,2,2,3,3,3,4,2,3,4,3,2,3,2,3,2,2,2,2,2,5,2,2,3,2,15,0,3,0,2,3,0
13620211,136202,1362,3,2,1996,1,5,5,5,5,4,9,9,5,5,5,5,2,2,2,2,4,3,4,4,4,4,4,2,1,1,1,1,1,1,1,2,4,1,4,3,1,4,5,4,1,1,1,4,2,2,2,2,3,2,1,1,4,14,2,5,0,2,4,0
13620212,136202,1362,3,1,1995,2,4,5,5,3,4,7,8,4,4,5,4,2,2,2,2,4,4,4,4,4,4,3,2,1,2,1,1,1,1,1,3,4,1,4,4,2,4,4,4,1,1,1,2,3,1,2,1,1,1,2,3,3,15,3,3,0,2,2,0
13620214,136202,1362,3,1,1995,2,5,4,4,3,4,7,9,4,4,5,4,2,2,2,2,4,4,4,3,4,4,3,2,1,2,1,2,2,2,2,3,4,3,4,3,2,2,2,3,3,2,2,2,2,3,2,2,2,2,3,3,1,15,0,4,0,1,5,0
13620215,136202,1362,3,2,1995,1,4,4,4,4,3,5,7,4,4,5,4,2,2,2,2,4,4,4,3,4,4,4,2,1,1,1,1,2,1,2,2,3,2,4,3,1,2,3,4,2,1,2,3,3,4,2,2,2,2,3,3,1,15,7,2,0,1,1,0
13620218,136202,1362,3,2,1996,NA,3,4,3,3,4,5,8,5,5,5,5,2,2,2,2,4,3,4,3,4,4,4,1,1,2,2,3,2,2,2,3,3,3,4,3,2,2,2,2,2,2,3,2,4,2,3,4,2,2,2,3,4,14,0,0,1,3,4,0
13620219,136202,1362,3,2,1995,1,5,5,5,5,3,8,7,5,4,5,4,2,2,2,2,4,3,4,3,4,4,4,1,1,3,1,2,4,4,4,4,3,4,3,2,5,4,4,2,5,5,5,2,4,1,2,2,2,2,2,2,4,15,1,4,0,3,4,0
14110102,141101,1411,1,1,1995,1,4,5,3,3,2,7,10,5,5,5,4,2,2,2,2,4,3,4,3,4,4,4,2,1,2,4,1,2,4,3,2,3,3,3,1,5,2,1,2,4,2,5,2,2,2,2,2,2,2,2,2,3,15,2,1,0,1,5,0
14110105,141101,1411,1,1,1995,1,4,4,4,2,3,8,9,4,5,5,5,2,2,2,2,3,3,4,4,4,4,4,2,4,1,4,3,3,3,2,3,3,3,4,3,3,4,4,2,3,2,3,3,3,1,2,3,2,1,1,1,5,15,0,5,0,3,5,0
14110107,141101,1411,1,1,1996,3,4,5,4,3,4,8,9,5,5,5,4,2,2,2,2,4,3,4,4,4,4,4,2,1,1,1,1,1,1,1,1,4,1,4,4,2,5,3,5,1,1,2,1,1,1,2,1,1,1,1,1,3,14,0,5,0,2,5,0
14110109,141101,1411,1,1,1996,2,4,3,4,4,4,6,9,5,5,5,5,2,2,2,2,2,1,2,3,4,4,4,1,1,1,1,2,1,1,2,3,4,2,4,4,1,3,4,5,1,1,1,3,3,2,2,1,2,3,2,3,5,14,3,5,0,0,4,0
14110110,141101,1411,1,1,1993,1,4,4,4,4,4,7,8,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,2,1,2,1,2,1,3,4,2,4,3,2,4,4,3,2,2,2,4,3,5,2,2,2,2,2,2,4,17,0,1,0,2,5,0
14110111,141101,1411,1,2,1995,1,4,4,4,4,NA,7,10,5,4,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,3,3,2,4,3,1,4,4,5,2,1,1,4,4,3,3,2,1,3,1,1,5,15,1,4,0,1,1,0
14110112,141101,1411,1,1,1995,3,4,4,3,4,2,5,5,4,3,5,4,1,1,1,2,3,3,3,3,4,4,4,2,1,3,3,1,1,3,2,3,2,3,2,1,3,2,2,2,2,3,3,3,3,2,2,2,3,3,2,2,2,15,0,5,0,0,5,0
14110118,141101,1411,1,1,1996,1,4,4,3,3,NA,6,7,5,4,5,5,NA,NA,NA,NA,3,3,4,3,4,4,4,NA,1,2,4,1,2,2,2,2,3,3,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,14,0,3,0,4,5,0
14110120,141101,1411,1,1,1995,1,4,5,4,4,4,6,7,5,4,5,4,2,2,1,2,4,3,4,4,4,3,3,2,1,2,3,1,1,2,2,2,4,3,3,4,2,3,4,4,2,2,2,3,4,NA,2,1,2,2,2,2,3,15,0,1,0,1,3,0
14690101,146901,1469,5,2,1996,1,5,5,4,4,3,8,4,3,5,5,5,2,2,2,2,3,4,4,3,4,4,4,2,2,2,2,1,1,2,2,3,2,2,3,2,2,3,2,3,1,2,3,1,1,1,2,2,4,3,1,1,3,14,2,1,0,2,3,0
14690103,146901,1469,5,2,1996,1,5,5,4,4,4,6,10,4,5,4,4,2,2,2,2,4,3,4,3,4,4,4,2,1,2,1,2,1,1,3,2,3,3,4,3,2,3,4,4,2,2,2,3,3,2,2,2,2,2,3,3,4,14,1,2,0,3,3,0
14690107,146901,1469,5,2,1996,1,4,4,5,4,3,7,7,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,2,1,3,3,2,2,2,4,1,3,1,2,2,4,3,3,2,3,2,2,3,4,2,2,4,4,3,3,4,14,0,3,0,3,4,0
14690108,146901,1469,5,2,1995,1,5,5,5,5,4,8,7,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,3,2,3,3,2,2,4,5,5,1,1,1,4,4,3,2,2,3,2,2,2,3,15,0,0,1,4,5,0
14690109,146901,1469,5,2,1995,1,5,5,5,5,3,9,7,4,4,5,4,2,2,2,2,4,3,4,4,3,4,4,2,2,2,4,3,2,2,3,3,2,3,2,2,2,2,4,2,2,3,4,1,2,1,2,1,2,1,1,2,5,15,0,0,1,3,4,0
14690111,146901,1469,5,2,1995,1,4,5,4,3,3,7,5,4,5,5,4,2,2,2,2,4,3,4,4,4,4,4,2,4,1,5,NA,2,2,3,4,1,4,2,3,3,3,4,2,3,3,2,1,2,1,3,3,2,3,3,4,2,15,2,2,0,2,3,0
14690114,146901,1469,5,2,1995,1,4,4,3,3,3,9,9,5,5,5,4,2,2,2,2,4,3,4,4,4,3,4,1,2,1,2,1,1,1,1,2,4,2,4,3,2,3,3,3,1,1,2,NA,NA,NA,2,1,2,2,2,1,2,15,0,0,1,3,3,0
14690116,146901,1469,5,2,1995,1,5,5,5,5,3,8,9,5,5,5,5,2,2,2,2,4,4,4,3,4,4,4,2,2,1,2,1,2,1,2,2,4,1,4,4,1,4,2,5,1,1,1,4,3,3,2,2,2,2,2,4,3,15,0,3,0,4,2,0
14690117,146901,1469,5,2,1995,1,5,5,5,4,4,8,7,4,5,4,5,2,2,2,2,3,3,4,3,4,4,3,2,2,2,2,1,1,1,1,3,3,2,4,2,2,4,4,4,1,2,1,4,3,3,2,2,2,2,3,3,2,15,4,4,0,2,5,0
14690118,146901,1469,5,2,1995,1,5,5,5,5,4,3,8,3,5,4,3,2,2,2,1,4,3,4,2,4,4,4,1,2,2,2,1,1,1,1,2,3,2,4,4,1,5,4,4,1,1,2,1,3,4,2,3,1,2,2,3,1,15,3,3,0,1,1,0
14690119,146901,1469,5,2,1995,1,5,5,5,5,3,6,7,4,5,4,5,2,2,2,1,4,4,4,3,3,4,4,2,2,1,3,2,2,1,2,2,3,1,4,4,1,5,5,5,1,1,1,4,4,2,2,2,2,2,4,3,1,15,5,3,0,2,3,0
14690120,146901,1469,5,2,1995,1,3,4,4,3,4,9,9,5,5,4,4,2,2,2,2,4,4,4,3,4,4,4,2,3,2,3,1,2,2,2,2,3,1,4,3,1,3,5,4,2,1,2,4,4,5,2,2,1,2,2,1,3,15,2,1,0,1,4,0
14690201,146902,1469,5,1,1996,1,5,5,5,4,4,9,10,4,4,5,4,2,2,2,2,4,4,4,4,4,3,3,1,2,1,2,1,1,1,2,2,4,3,4,3,2,4,5,4,2,2,2,4,4,5,1,1,1,1,2,2,4,14,2,0,0,3,4,0
14690202,146902,1469,5,1,1995,1,5,5,5,5,4,8,6,4,4,5,4,2,2,2,2,4,3,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,2,4,3,2,4,3,3,1,1,2,2,3,1,2,3,3,2,2,3,5,15,3,2,0,3,5,0
14690203,146902,1469,5,1,1995,1,4,5,5,3,3,8,9,4,4,5,3,1,2,2,2,4,4,4,3,4,3,4,1,2,1,2,1,1,1,2,2,3,1,3,3,2,4,4,4,1,1,2,3,4,4,2,2,1,2,2,1,4,15,6,1,0,4,5,0
14690205,146902,1469,5,2,1995,1,4,4,5,4,4,6,5,5,5,5,4,2,2,2,2,3,3,4,3,3,3,4,2,2,1,2,1,2,1,2,3,3,2,3,3,1,4,4,4,1,1,1,3,3,2,3,3,3,3,3,2,4,15,1,4,0,5,4,0
14690206,146902,1469,5,1,1995,1,5,5,5,4,3,6,8,4,5,5,4,2,2,2,2,4,4,4,3,4,4,4,1,2,1,2,1,1,2,2,1,4,1,4,3,3,4,3,4,2,2,2,2,3,2,2,2,4,2,2,2,3,15,5,5,0,4,4,0
14690207,146902,1469,5,2,1995,1,5,5,5,5,4,7,8,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,2,1,2,1,2,2,2,2,3,3,3,3,2,5,4,4,1,1,2,4,4,2,3,3,3,3,5,3,4,15,0,1,0,4,4,0
14690209,146902,1469,5,2,1996,2,5,5,5,4,4,2,2,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,2,1,2,1,1,2,1,1,3,1,4,3,2,3,3,4,1,2,2,2,2,2,2,1,2,2,1,2,4,14,2,5,0,5,5,0
14690210,146902,1469,5,2,1996,1,5,5,5,4,4,7,8,5,5,5,5,2,2,2,2,4,3,4,3,3,3,4,2,2,1,2,1,1,1,3,1,3,1,4,3,1,5,4,5,1,1,1,4,4,5,2,2,2,2,2,1,3,14,2,2,0,1,3,0
14690211,146902,1469,5,1,1996,2,3,5,5,4,4,7,9,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,1,2,2,2,2,2,2,1,2,3,3,4,2,1,4,3,4,1,1,2,2,3,2,3,2,2,2,3,2,4,14,1,3,0,4,5,0
14690212,146902,1469,5,2,1996,2,5,5,5,5,3,7,7,5,5,5,5,2,2,2,2,4,4,4,3,4,4,4,2,3,1,3,1,2,1,2,1,4,1,4,4,1,4,3,4,1,1,1,3,2,2,2,2,2,2,3,4,4,14,1,5,0,2,1,0
14690213,146902,1469,5,2,1996,1,5,5,5,5,4,8,9,4,5,5,5,2,2,2,2,4,3,4,4,4,4,4,2,2,1,2,2,1,2,2,2,3,2,4,3,1,5,3,2,1,1,2,4,4,3,2,3,3,2,2,2,5,14,2,2,0,4,3,0
14690214,146902,1469,5,2,1996,1,4,4,4,4,4,7,7,4,5,4,4,2,2,2,2,4,4,4,3,3,3,3,1,2,2,3,2,3,3,4,1,3,2,4,3,2,3,3,3,2,2,2,2,2,3,2,2,2,3,3,3,3,14,3,4,0,3,5,0
14690215,146902,1469,5,1,1996,1,5,5,5,4,3,8,7,4,5,5,5,2,2,1,2,4,4,4,3,4,4,4,2,3,1,3,1,2,2,5,3,4,2,4,3,2,4,2,4,1,2,2,3,2,4,2,2,3,3,2,2,2,14,11,4,0,0,1,0
14690216,146902,1469,5,1,1996,1,5,5,5,5,4,7,8,4,5,5,5,2,2,2,2,4,3,4,4,4,4,4,2,2,1,2,1,2,2,1,2,4,2,4,4,1,4,5,4,1,1,1,3,3,3,2,2,1,2,2,2,5,14,3,2,0,1,3,0
14690217,146902,1469,5,1,1997,1,4,5,5,4,4,8,9,4,5,5,4,2,2,1,2,3,4,4,3,4,4,4,2,2,2,2,2,2,1,2,2,3,1,4,4,2,4,4,4,1,1,1,4,5,4,2,2,3,1,1,3,3,13,1,3,0,2,1,0
14690218,146902,1469,5,2,1996,1,4,4,5,4,4,8,8,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,2,1,4,2,2,1,1,2,4,1,4,4,1,5,3,5,1,1,1,4,2,3,2,2,2,2,1,1,5,14,0,3,0,4,3,0
14790101,147901,1479,3,1,1995,1,5,5,4,4,4,7,8,3,5,4,5,NA,NA,NA,NA,4,4,4,2,4,4,4,2,1,2,2,2,2,1,2,3,2,3,2,3,2,3,4,4,1,1,2,2,2,3,2,2,3,1,2,2,3,15,2,5,0,2,5,0
14790104,147901,1479,3,1,1994,3,4,4,5,4,3,7,8,4,4,5,4,NA,NA,NA,NA,4,4,4,3,4,4,4,1,1,1,1,2,1,1,1,2,2,1,3,3,2,2,4,3,2,1,2,1,3,1,2,2,1,1,1,2,1,16,3,3,0,4,2,0
14790105,147901,1479,3,1,1995,1,5,5,5,4,3,7,5,4,4,3,2,NA,NA,NA,NA,4,4,4,2,4,4,2,2,1,2,1,2,2,4,2,3,2,4,3,2,4,4,2,2,2,2,4,1,2,5,2,1,2,4,5,5,1,15,8,5,0,1,3,0
14790107,147901,1479,3,1,1995,1,3,4,3,3,3,7,9,5,5,5,5,NA,NA,NA,NA,3,4,4,4,4,4,4,2,1,2,1,2,2,1,2,2,4,2,4,3,2,3,4,4,2,2,2,4,2,3,2,2,2,1,2,2,4,15,2,5,0,2,3,0
14790111,147901,1479,3,1,1995,1,4,4,4,4,4,8,9,5,5,5,4,NA,NA,NA,NA,4,4,4,4,3,4,4,2,1,1,1,1,1,2,2,2,4,4,4,3,3,2,2,2,2,2,3,1,3,1,2,2,2,2,2,2,5,15,2,2,0,2,3,0
14790114,147901,1479,3,2,1996,1,4,4,3,5,3,3,2,3,4,5,4,NA,NA,NA,NA,3,2,2,2,4,3,1,1,1,4,2,4,2,5,5,4,1,4,2,1,5,1,1,1,5,5,5,1,1,1,2,5,5,4,2,2,4,14,10,3,0,0,2,0
14790115,147901,1479,3,2,1996,1,4,5,4,4,4,9,9,5,4,5,2,NA,NA,NA,NA,4,3,4,3,3,3,4,1,1,1,1,2,1,1,2,3,3,2,2,2,2,4,4,3,1,1,2,1,1,2,1,2,2,2,1,1,3,14,0,3,0,3,2,0
14790116,147901,1479,3,2,1995,1,3,4,5,3,4,5,4,4,5,5,4,NA,NA,NA,NA,4,4,4,4,4,4,2,1,5,NA,1,3,5,5,5,4,2,4,2,NA,5,5,3,1,5,5,5,5,5,5,2,2,2,4,3,3,3,15,6,5,0,1,5,0
14790117,147901,1479,3,2,1996,1,4,4,4,4,4,9,5,4,5,5,4,NA,NA,NA,NA,3,4,4,3,4,4,4,2,1,2,1,3,1,2,2,3,2,3,2,2,2,2,3,3,3,3,2,2,3,1,2,2,3,2,3,3,3,14,1,5,0,6,5,0
14790118,147901,1479,3,2,1996,1,4,4,5,5,3,7,9,4,5,5,4,NA,NA,NA,NA,4,4,4,4,4,4,4,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,2,14,0,5,0,2,3,0
14790119,147901,1479,3,2,1995,1,5,5,5,5,4,2,8,2,3,5,3,NA,NA,NA,NA,4,4,4,3,4,4,4,1,1,1,1,2,1,1,1,2,1,2,2,3,1,2,3,2,1,1,1,2,3,3,2,2,2,3,2,2,1,15,3,2,0,3,2,0
14790120,147901,1479,3,2,1995,1,4,4,4,4,3,9,9,4,5,4,4,NA,NA,NA,NA,3,3,4,3,3,3,3,1,1,1,1,1,2,2,3,2,4,2,4,3,1,3,3,5,1,1,2,2,3,3,2,2,2,2,2,2,4,15,3,0,0,4,4,0
14790121,147901,1479,3,2,1996,1,5,5,5,5,4,8,9,5,5,5,5,NA,NA,NA,NA,3,4,4,3,3,4,4,2,1,1,1,2,2,2,2,2,3,2,3,2,2,4,4,5,2,2,3,4,4,3,2,2,1,2,2,2,4,14,1,3,0,5,4,0
14790122,147901,1479,3,2,1996,1,5,5,5,5,4,9,8,5,5,5,5,NA,NA,NA,NA,4,4,4,4,4,4,4,2,1,1,1,2,2,2,2,3,4,2,4,4,2,4,4,4,1,2,3,3,2,3,2,2,3,2,2,1,4,14,1,5,0,2,3,0
14790123,147901,1479,3,2,1995,1,4,5,5,4,4,8,9,5,5,5,5,NA,NA,NA,NA,4,4,4,3,4,4,4,2,1,1,1,1,2,1,1,3,4,2,4,3,2,2,4,4,1,1,1,2,2,2,2,2,2,2,1,2,2,15,1,5,0,4,4,0
14790124,147901,1479,3,2,1995,1,5,5,5,5,4,7,9,5,4,5,4,NA,NA,NA,NA,4,4,4,3,4,4,4,1,1,2,1,1,1,2,2,3,3,2,4,3,4,4,4,2,2,4,2,1,4,2,2,2,4,2,1,2,4,15,1,4,0,2,3,0
14790125,147901,1479,3,2,1996,1,5,5,5,5,3,9,9,5,5,5,5,NA,NA,NA,NA,4,4,4,4,4,3,4,2,1,1,4,3,1,1,1,3,3,1,4,3,1,5,5,5,1,1,1,4,5,5,1,1,2,2,1,1,4,14,0,5,0,3,2,0
14790126,147901,1479,3,2,1996,1,5,5,5,5,4,7,8,4,5,5,4,NA,NA,NA,NA,4,4,4,4,4,4,4,1,1,1,1,2,1,1,1,1,4,1,4,4,1,5,5,5,1,1,1,3,2,2,2,2,3,2,1,2,2,14,1,3,0,3,3,0
